_id,deviceID,lowPulseOccupancy,Ratio,concentration,timestamp
669845eaef447e0007c30240,device01,532716,0.088785999,46.75953674,Wed Jul 17 2024 22:30:02 GMT+0000 (Coordinated Universal Time)
66984844ef447e0007c30241,device01,157022,0.026170334,14.22599125,Wed Jul 17 2024 22:40:04 GMT+0000 (Coordinated Universal Time)
66984a9eef447e0007c30242,device01,830899,0.138483167,72.56129456,Wed Jul 17 2024 22:50:06 GMT+0000 (Coordinated Universal Time)
66984cf8ef447e0007c30243,device01,155876,0.025979333,14.12670708,Wed Jul 17 2024 23:00:08 GMT+0000 (Coordinated Universal Time)
66984f51ef447e0007c30244,device01,406681,0.067780167,35.84857178,Wed Jul 17 2024 23:10:09 GMT+0000 (Coordinated Universal Time)
669851abef447e0007c30245,device01,200656,0.033442665,18.00597763,Wed Jul 17 2024 23:20:11 GMT+0000 (Coordinated Universal Time)
66985405ef447e0007c30246,device01,128611,0.021435166,11.76455116,Wed Jul 17 2024 23:30:13 GMT+0000 (Coordinated Universal Time)
6698565eef447e0007c30247,device01,277307,0.046217833,24.64526558,Wed Jul 17 2024 23:40:14 GMT+0000 (Coordinated Universal Time)
669858b8ef447e0007c30248,device01,295664,0.049277332,26.23511696,Wed Jul 17 2024 23:50:16 GMT+0000 (Coordinated Universal Time)
66985b11ef447e0007c30249,device01,135608,0.022601333,12.37076473,Thu Jul 18 2024 00:00:17 GMT+0000 (Coordinated Universal Time)
66985d6bef447e0007c3024a,device01,400495,0.066749163,35.31296158,Thu Jul 18 2024 00:10:19 GMT+0000 (Coordinated Universal Time)
66985fc6ef447e0007c3024b,device01,182249,0.030374832,16.41143799,Thu Jul 18 2024 00:20:22 GMT+0000 (Coordinated Universal Time)
66986220ef447e0007c3024c,device01,175746,0.029291,15.84808731,Thu Jul 18 2024 00:30:24 GMT+0000 (Coordinated Universal Time)
6698647aef447e0007c3024d,device01,245114,0.040852334,21.85694695,Thu Jul 18 2024 00:40:26 GMT+0000 (Coordinated Universal Time)
669866d4ef447e0007c3024e,device01,181525,0.030254167,16.34871864,Thu Jul 18 2024 00:50:28 GMT+0000 (Coordinated Universal Time)
6698692def447e0007c3024f,device01,143835,0.0239725,13.08353138,Thu Jul 18 2024 01:00:29 GMT+0000 (Coordinated Universal Time)
66986b88ef447e0007c30250,device01,344111,0.057351835,30.43066216,Thu Jul 18 2024 01:10:32 GMT+0000 (Coordinated Universal Time)
66986de1ef447e0007c30251,device01,53942,0.008990333,5.294667244,Thu Jul 18 2024 01:20:33 GMT+0000 (Coordinated Universal Time)
6698703cef447e0007c30252,device01,51964,0.008660667,5.123262405,Thu Jul 18 2024 01:30:36 GMT+0000 (Coordinated Universal Time)
66987297ef447e0007c30253,device01,116877,0.0194795,10.74790668,Thu Jul 18 2024 01:40:39 GMT+0000 (Coordinated Universal Time)
